fen,move,move_san,move_number,to_move,evaluation,piece_count
r2q1rk1/pp2pp1p/3p2p1/1Q1P2B1/3b1P2/8/PPP3PP/R4RK1 w - - 1 15,g1h1,Kh1,29,white,0.0,24
r2q1rk1/pp2pp1p/3p2p1/1Q1P2B1/3b1P2/8/PPP3PP/R4R1K b - - 2 15,d8c7,Qc7,30,black,0.0,24
r4rk1/ppq1pp1p/3p2p1/1Q1P2B1/3b1P2/8/PPP3PP/R4R1K w - - 3 16,c2c3,c3,31,white,0.0,24
r4rk1/ppq1pp1p/3p2p1/1Q1P2B1/3b1P2/2P5/PP4PP/R4R1K b - - 0 16,d4g7,Bg7,32,black,0.0,24
r4rk1/ppq1ppbp/3p2p1/1Q1P2B1/5P2/2P5/PP4PP/R4R1K w - - 1 17,f4f5,f5,33,white,0.0,24
r4rk1/ppq1ppbp/3p2p1/1Q1P1PB1/8/2P5/PP4PP/R4R1K b - - 0 17,a7a6,a6,34,black,0.0,24
r4rk1/1pq1ppbp/p2p2p1/1Q1P1PB1/8/2P5/PP4PP/R4R1K w - - 0 18,b5e2,Qe2,35,white,0.0,24
r4rk1/1pq1ppbp/p2p2p1/3P1PB1/8/2P5/PP2Q1PP/R4R1K b - - 1 18,f7f6,f6,36,black,0.0,24
r4rk1/1pq1p1bp/p2p1pp1/3P1PB1/8/2P5/PP2Q1PP/R4R1K w - - 0 19,g5d2,Bd2,37,white,0.0,24
r4rk1/1pq1p1bp/p2p1pp1/3P1P2/8/2P5/PP1BQ1PP/R4R1K b - - 1 19,g6g5,g5,38,black,0.0,24
r4rk1/1pq1p1bp/p2p1p2/3P1Pp1/8/2P5/PP1BQ1PP/R4R1K w - - 0 20,e2e6,Qe6+,39,white,0.0,24
r4rk1/1pq1p1bp/p2pQp2/3P1Pp1/8/2P5/PP1B2PP/R4R1K b - - 1 20,f8f7,Rf7,40,black,0.0,24
r5k1/1pq1prbp/p2pQp2/3P1Pp1/8/2P5/PP1B2PP/R4R1K w - - 2 21,a1e1,Rae1,41,white,0.0,24
r5k1/1pq1prbp/p2pQp2/3P1Pp1/8/2P5/PP1B2PP/4RR1K b - - 3 21,h7h5,h5,42,black,0.0,24
r5k1/1pq1prb1/p2pQp2/3P1Ppp/8/2P5/PP1B2PP/4RR1K w - - 0 22,f1f3,Rf3,43,white,0.0,24
r5k1/1pq1prb1/p2pQp2/3P1Ppp/8/2P2R2/PP1B2PP/4R2K b - - 1 22,a8f8,Rf8,44,black,0.0,24
5rk1/1pq1prb1/p2pQp2/3P1Ppp/8/2P2R2/PP1B2PP/4R2K w - - 2 23,f3e3,Rfe3,45,white,0.0,24
5rk1/1pq1prb1/p2pQp2/3P1Ppp/8/2P1R3/PP1B2PP/4R2K b - - 3 23,f8e8,Re8,46,black,0.0,24
4r1k1/1pq1prb1/p2pQp2/3P1Ppp/8/2P1R3/PP1B2PP/4R2K w - - 4 24,b2b3,b3,47,white,0.0,24
4r1k1/1pq1prb1/p2pQp2/3P1Ppp/8/1PP1R3/P2B2PP/4R2K b - - 0 24,b7b5,b5,48,black,0.0,24
4r1k1/2q1prb1/p2pQp2/1p1P1Ppp/8/1PP1R3/P2B2PP/4R2K w - - 0 25,h2h3,h3,49,white,0.0,24
4r1k1/2q1prb1/p2pQp2/1p1P1Ppp/8/1PP1R2P/P2B2P1/4R2K b - - 0 25,g7f8,Bf8,50,black,0.0,24
4rbk1/2q1pr2/p2pQp2/1p1P1Ppp/8/1PP1R2P/P2B2P1/4R2K w - - 1 26,e3g3,Rg3,51,white,0.0,24
4rbk1/2q1pr2/p2pQp2/1p1P1Ppp/8/1PP3RP/P2B2P1/4R2K b - - 2 26,f8g7,Bg7,52,black,0.0,24
4r1k1/2q1prb1/p2pQp2/1p1P1Ppp/8/1PP3RP/P2B2P1/4R2K w - - 3 27,h3h4,h4,53,white,0.0,24
4r1k1/2q1prb1/p2pQp2/1p1P1Ppp/7P/1PP3R1/P2B2P1/4R2K b - - 0 27,g5g4,g4,54,black,0.0,24
4r1k1/2q1prb1/p2pQp2/1p1P1P1p/6pP/1PP3R1/P2B2P1/4R2K w - - 0 28,d2f4,Bf4,55,white,0.0,24
4r1k1/2q1prb1/p2pQp2/1p1P1P1p/5BpP/1PP3R1/P5P1/4R2K b - - 1 28,e8d8,Rd8,56,black,0.0,24
3r2k1/2q1prb1/p2pQp2/1p1P1P1p/5BpP/1PP3R1/P5P1/4R2K w - - 2 29,g3e3,Rge3,57,white,0.0,24
3r2k1/2q1prb1/p2pQp2/1p1P1P1p/5BpP/1PP1R3/P5P1/4R2K b - - 3 29,g7f8,Bf8,58,black,0.0,24
3r1bk1/2q1pr2/p2pQp2/1p1P1P1p/5BpP/1PP1R3/P5P1/4R2K w - - 4 30,h1h2,Kh2,59,white,0.0,24
3r1bk1/2q1pr2/p2pQp2/1p1P1P1p/5BpP/1PP1R3/P5PK/4R3 b - - 5 30,a6a5,a5,60,black,0.0,24
3r1bk1/2q1pr2/3pQp2/pp1P1P1p/5BpP/1PP1R3/P5PK/4R3 w - - 0 31,c3c4,c4,61,white,0.0,24
3r1bk1/2q1pr2/3pQp2/pp1P1P1p/2P2BpP/1P2R3/P5PK/4R3 b - - 0 31,b5c4,bxc4,62,black,0.0,24
3r1bk1/2q1pr2/3pQp2/p2P1P1p/2p2BpP/1P2R3/P5PK/4R3 w - - 0 32,e1c1,Rc1,63,white,-1.0,23
3r1bk1/2q1pr2/3pQp2/p2P1P1p/2p2BpP/1P2R3/P5PK/2R5 b - - 1 32,c7b7,Qb7,64,black,-1.0,23
3r1bk1/1q2pr2/3pQp2/p2P1P1p/2p2BpP/1P2R3/P5PK/2R5 w - - 2 33,c1c4,Rxc4,65,white,-1.0,23
3r1bk1/1q2pr2/3pQp2/p2P1P1p/2R2BpP/1P2R3/P5PK/8 b - - 0 33,b7b6,Qb6,66,black,0.0,22
3r1bk1/4pr2/1q1pQp2/p2P1P1p/2R2BpP/1P2R3/P5PK/8 w - - 1 34,h2g3,Kg3,67,white,0.0,22
3r1bk1/4pr2/1q1pQp2/p2P1P1p/2R2BpP/1P2R1K1/P5P1/8 b - - 2 34,b6a7,Qa7,68,black,0.0,22
3r1bk1/q3pr2/3pQp2/p2P1P1p/2R2BpP/1P2R1K1/P5P1/8 w - - 3 35,e3c3,Rec3,69,white,0.0,22
3r1bk1/q3pr2/3pQp2/p2P1P1p/2R2BpP/1PR3K1/P5P1/8 b - - 4 35,a7g1,Qg1,70,black,0.0,22
3r1bk1/4pr2/3pQp2/p2P1P1p/2R2BpP/1PR3K1/P5P1/6q1 w - - 5 36,c3c1,Rc1,71,white,0.0,22
3r1bk1/4pr2/3pQp2/p2P1P1p/2R2BpP/1P4K1/P5P1/2R3q1 b - - 6 36,g1b6,Qb6,72,black,0.0,22
3r1bk1/4pr2/1q1pQp2/p2P1P1p/2R2BpP/1P4K1/P5P1/2R5 w - - 7 37,f4e3,Be3,73,white,0.0,22
3r1bk1/4pr2/1q1pQp2/p2P1P1p/2R3pP/1P2B1K1/P5P1/2R5 b - - 8 37,b6b5,Qb5,74,black,0.0,22
3r1bk1/4pr2/3pQp2/pq1P1P1p/2R3pP/1P2B1K1/P5P1/2R5 w - - 9 38,e3g5,Bg5,75,white,0.0,22
3r1bk1/4pr2/3pQp2/pq1P1PBp/2R3pP/1P4K1/P5P1/2R5 b - - 10 38,f6g5,fxg5,76,black,0.0,22
3r1bk1/4pr2/3pQ3/pq1P1Ppp/2R3pP/1P4K1/P5P1/2R5 w - - 0 39,h4g5,hxg5,77,white,-3.3,21
3r1bk1/4pr2/3pQ3/pq1P1PPp/2R3p1/1P4K1/P5P1/2R5 b - - 0 39,g8g7,Kg7,78,black,-2.3,20
3r1b2/4prk1/3pQ3/pq1P1PPp/2R3p1/1P4K1/P5P1/2R5 w - - 1 40,e6g6,Qg6+,79,white,-2.3,20
3r1b2/4prk1/3p2Q1/pq1P1PPp/2R3p1/1P4K1/P5P1/2R5 b - - 2 40,g7h8,Kh8,80,black,-2.3,20
3r1b1k/4pr2/3p2Q1/pq1P1PPp/2R3p1/1P4K1/P5P1/2R5 w - - 3 41,g6f7,Qxf7,81,white,-2.3,20
3r1b1k/4pQ2/3p4/pq1P1PPp/2R3p1/1P4K1/P5P1/2R5 b - - 0 41,f8g7,Bg7,82,black,2.7,19
3r3k/4pQb1/3p4/pq1P1PPp/2R3p1/1P4K1/P5P1/2R5 w - - 1 42,c1h1,Rh1,83,white,2.7,19
3r3k/4pQb1/3p4/pq1P1PPp/2R3p1/1P4K1/P5P1/7R b - - 2 42,g7e5,Be5+,84,black,2.7,19
3r3k/4pQ2/3p4/pq1PbPPp/2R3p1/1P4K1/P5P1/7R w - - 3 43,g3f2,Kf2,85,white,2.7,19
3r3k/4pQ2/3p4/pq1PbPPp/2R3p1/1P6/P4KP1/7R b - - 4 43,b5b6,Qb6+,86,black,2.7,19
3r3k/4pQ2/1q1p4/p2PbPPp/2R3p1/1P6/P4KP1/7R w - - 5 44,f2f1,Kf1,87,white,2.7,19
r2qkbnr/pp1n1ppp/4p3/1BppPb2/5P2/5N2/PPPP2PP/RNBQK2R w KQkq - 2 6,e1g1,O-O,11,white,0.0,32
r2qkbnr/pp1n1ppp/4p3/1BppPb2/5P2/5N2/PPPP2PP/RNBQ1RK1 b kq - 3 6,f8e7,Be7,12,black,0.0,32
r2qk1nr/pp1nbppp/4p3/1BppPb2/5P2/5N2/PPPP2PP/RNBQ1RK1 w kq - 4 7,b1c3,Nc3,13,white,0.0,32
r2qk1nr/pp1nbppp/4p3/1BppPb2/5P2/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 5 7,g8h6,Nh6,14,black,0.0,32
r2qk2r/pp1nbppp/4p2n/1BppPb2/5P2/2N2N2/PPPP2PP/R1BQ1RK1 w kq - 6 8,d2d4,d4,15,white,0.0,32
r2qk2r/pp1nbppp/4p2n/1BppPb2/3P1P2/2N2N2/PPP3PP/R1BQ1RK1 b kq - 0 8,e8g8,O-O,16,black,0.0,32
r2q1rk1/pp1nbppp/4p2n/1BppPb2/3P1P2/2N2N2/PPP3PP/R1BQ1RK1 w - - 1 9,b2b3,b3,17,white,0.0,32
r2q1rk1/pp1nbppp/4p2n/1BppPb2/3P1P2/1PN2N2/P1P3PP/R1BQ1RK1 b - - 0 9,a8c8,Rc8,18,black,0.0,32
2rq1rk1/pp1nbppp/4p2n/1BppPb2/3P1P2/1PN2N2/P1P3PP/R1BQ1RK1 w - - 1 10,c1b2,Bb2,19,white,0.0,32
2rq1rk1/pp1nbppp/4p2n/1BppPb2/3P1P2/1PN2N2/PBP3PP/R2Q1RK1 b - - 2 10,c5d4,cxd4,20,black,0.0,32
2rq1rk1/pp1nbppp/4p2n/1B1pPb2/3p1P2/1PN2N2/PBP3PP/R2Q1RK1 w - - 0 11,f3d4,Nxd4,21,white,-1.0,31
2rq1rk1/pp1nbppp/4p2n/1B1pPb2/3N1P2/1PN5/PBP3PP/R2Q1RK1 b - - 0 11,e7c5,Bc5,22,black,0.0,30
2rq1rk1/pp1n1ppp/4p2n/1BbpPb2/3N1P2/1PN5/PBP3PP/R2Q1RK1 w - - 1 12,c3a4,Na4,23,white,0.0,30
2rq1rk1/pp1n1ppp/4p2n/1BbpPb2/N2N1P2/1P6/PBP3PP/R2Q1RK1 b - - 2 12,f5c2,Bxc2,24,black,0.0,30
2rq1rk1/pp1n1ppp/4p2n/1BbpP3/N2N1P2/1P6/PBb3PP/R2Q1RK1 w - - 0 13,d1d2,Qd2,25,white,-1.0,29
2rq1rk1/pp1n1ppp/4p2n/1BbpP3/N2N1P2/1P6/PBbQ2PP/R4RK1 b - - 1 13,c2e4,Be4,26,black,-1.0,29
2rq1rk1/pp1n1ppp/4p2n/1BbpP3/N2NbP2/1P6/PB1Q2PP/R4RK1 w - - 2 14,f1c1,Rfc1,27,white,-1.0,29
2rq1rk1/pp1n1ppp/4p2n/1BbpP3/N2NbP2/1P6/PB1Q2PP/R1R3K1 b - - 3 14,h6f5,Nf5,28,black,-1.0,29
2rq1rk1/pp1n1ppp/4p3/1BbpPn2/N2NbP2/1P6/PB1Q2PP/R1R3K1 w - - 4 15,a4c5,Nxc5,29,white,-1.0,29
2rq1rk1/pp1n1ppp/4p3/1BNpPn2/3NbP2/1P6/PB1Q2PP/R1R3K1 b - - 0 15,d7c5,Nxc5,30,black,2.3,28
2rq1rk1/pp3ppp/4p3/1BnpPn2/3NbP2/1P6/PB1Q2PP/R1R3K1 w - - 0 16,b3b4,b4,31,white,-0.9,27
2rq1rk1/pp3ppp/4p3/1BnpPn2/1P1NbP2/8/PB1Q2PP/R1R3K1 b - - 0 16,a7a6,a6,32,black,-0.9,27
2rq1rk1/1p3ppp/p3p3/1BnpPn2/1P1NbP2/8/PB1Q2PP/R1R3K1 w - - 0 17,b5f1,Bf1,33,white,-0.9,27
2rq1rk1/1p3ppp/p3p3/2npPn2/1P1NbP2/8/PB1Q2PP/R1R2BK1 b - - 1 17,c5a4,Na4,34,black,-0.9,27
2rq1rk1/1p3ppp/p3p3/3pPn2/nP1NbP2/8/PB1Q2PP/R1R2BK1 w - - 2 18,c1c8,Rxc8,35,white,-0.9,27
2Rq1rk1/1p3ppp/p3p3/3pPn2/nP1NbP2/8/PB1Q2PP/R4BK1 b - - 0 18,d8c8,Qxc8,36,black,4.1,26
2q2rk1/1p3ppp/p3p3/3pPn2/nP1NbP2/8/PB1Q2PP/R4BK1 w - - 0 19,a1c1,Rc1,37,white,-0.9,25
2q2rk1/1p3ppp/p3p3/3pPn2/nP1NbP2/8/PB1Q2PP/2R2BK1 b - - 1 19,c8d7,Qd7,38,black,-0.9,25
5rk1/1p1q1ppp/p3p3/3pPn2/nP1NbP2/8/PB1Q2PP/2R2BK1 w - - 2 20,d4f5,Nxf5,39,white,-0.9,25
5rk1/1p1q1ppp/p3p3/3pPN2/nP2bP2/8/PB1Q2PP/2R2BK1 b - - 0 20,e4f5,Bxf5,40,black,2.3,24
5rk1/1p1q1ppp/p3p3/3pPb2/nP3P2/8/PB1Q2PP/2R2BK1 w - - 0 21,b2d4,Bd4,41,white,-0.9,23
5rk1/1p1q1ppp/p3p3/3pPb2/nP1B1P2/8/P2Q2PP/2R2BK1 b - - 1 21,b7b5,b5,42,black,-0.9,23
5rk1/3q1ppp/p3p3/1p1pPb2/nP1B1P2/8/P2Q2PP/2R2BK1 w - - 0 22,d2e2,Qe2,43,white,-0.9,23
5rk1/3q1ppp/p3p3/1p1pPb2/nP1B1P2/8/P3Q1PP/2R2BK1 b - - 1 22,f5e4,Be4,44,black,-0.9,23
5rk1/3q1ppp/p3p3/1p1pP3/nP1BbP2/8/P3Q1PP/2R2BK1 w - - 2 23,g1f2,Kf2,45,white,-0.9,23
5rk1/3q1ppp/p3p3/1p1pP3/nP1BbP2/8/P3QKPP/2R2B2 b - - 3 23,f8c8,Rc8,46,black,-0.9,23
2r3k1/3q1ppp/p3p3/1p1pP3/nP1BbP2/8/P3QKPP/2R2B2 w - - 4 24,e2d2,Qd2,47,white,-0.9,23
2r3k1/3q1ppp/p3p3/1p1pP3/nP1BbP2/8/P2Q1KPP/2R2B2 b - - 5 24,c8c1,Rxc1,48,black,-0.9,23
6k1/3q1ppp/p3p3/1p1pP3/nP1BbP2/8/P2Q1KPP/2r2B2 w - - 0 25,d2c1,Qxc1,49,white,-5.9,22
6k1/3q1ppp/p3p3/1p1pP3/nP1BbP2/8/P4KPP/2Q2B2 b - - 0 25,d7b7,Qb7,50,black,-0.9,21
6k1/1q3ppp/p3p3/1p1pP3/nP1BbP2/8/P4KPP/2Q2B2 w - - 1 26,f1e2,Be2,51,white,-0.9,21
6k1/1q3ppp/p3p3/1p1pP3/nP1BbP2/8/P3BKPP/2Q5 b - - 2 26,a4b6,Nb6,52,black,-0.9,21
6k1/1q3ppp/pn2p3/1p1pP3/1P1BbP2/8/P3BKPP/2Q5 w - - 3 27,c1c5,Qc5,53,white,-0.9,21
6k1/1q3ppp/pn2p3/1pQpP3/1P1BbP2/8/P3BKPP/8 b - - 4 27,b6c4,Nc4,54,black,-0.9,21
6k1/1q3ppp/p3p3/1pQpP3/1PnBbP2/8/P3BKPP/8 w - - 5 28,c5a7,Qa7,55,white,-0.9,21
6k1/Qq3ppp/p3p3/1p1pP3/1PnBbP2/8/P3BKPP/8 b - - 6 28,b7c8,Qc8,56,black,-0.9,21
2q3k1/Q4ppp/p3p3/1p1pP3/1PnBbP2/8/P3BKPP/8 w - - 7 29,a7c5,Qc5,57,white,-0.9,21
2q3k1/5ppp/p3p3/1pQpP3/1PnBbP2/8/P3BKPP/8 b - - 8 29,c8d8,Qd8,58,black,-0.9,21
3q2k1/5ppp/p3p3/1pQpP3/1PnBbP2/8/P3BKPP/8 w - - 9 30,g2g3,g3,59,white,-0.9,21
3q2k1/5ppp/p3p3/1pQpP3/1PnBbP2/6P1/P3BK1P/8 b - - 0 30,d8d7,Qd7,60,black,-0.9,21
6k1/3q1ppp/p3p3/1pQpP3/1PnBbP2/6P1/P3BK1P/8 w - - 1 31,c5a7,Qa7,61,white,-0.9,21
6k1/Q2q1ppp/p3p3/1p1pP3/1PnBbP2/6P1/P3BK1P/8 b - - 2 31,d7c8,Qc8,62,black,-0.9,21
2q3k1/Q4ppp/p3p3/1p1pP3/1PnBbP2/6P1/P3BK1P/8 w - - 3 32,a7c5,Qc5,63,white,-0.9,21
rn1qkbnr/pp2pppp/2p3b1/8/3P4/6N1/PPP2PPP/R1BQKBNR w KQkq - 3 6,h2h4,h4,11,white,0.0,30
rn1qkbnr/pp2pppp/2p3b1/8/3P3P/6N1/PPP2PP1/R1BQKBNR b KQkq - 0 6,h7h6,h6,12,black,0.0,30
rn1qkbnr/pp2ppp1/2p3bp/8/3P3P/6N1/PPP2PP1/R1BQKBNR w KQkq - 0 7,g1f3,Nf3,13,white,0.0,30
rn1qkbnr/pp2ppp1/2p3bp/8/3P3P/5NN1/PPP2PP1/R1BQKB1R b KQkq - 1 7,e7e6,e6,14,black,0.0,30
rn1qkbnr/pp3pp1/2p1p1bp/8/3P3P/5NN1/PPP2PP1/R1BQKB1R w KQkq - 0 8,h4h5,h5,15,white,0.0,30
rn1qkbnr/pp3pp1/2p1p1bp/7P/3P4/5NN1/PPP2PP1/R1BQKB1R b KQkq - 0 8,g6h7,Bh7,16,black,0.0,30
rn1qkbnr/pp3ppb/2p1p2p/7P/3P4/5NN1/PPP2PP1/R1BQKB1R w KQkq - 1 9,f1d3,Bd3,17,white,0.0,30
rn1qkbnr/pp3ppb/2p1p2p/7P/3P4/3B1NN1/PPP2PP1/R1BQK2R b KQkq - 2 9,h7d3,Bxd3,18,black,0.0,30
rn1qkbnr/pp3pp1/2p1p2p/7P/3P4/3b1NN1/PPP2PP1/R1BQK2R w KQkq - 0 10,d1d3,Qxd3,19,white,-3.3,29
rn1qkbnr/pp3pp1/2p1p2p/7P/3P4/3Q1NN1/PPP2PP1/R1B1K2R b KQkq - 0 10,f8d6,Bd6,20,black,0.0,28
rn1qk1nr/pp3pp1/2pbp2p/7P/3P4/3Q1NN1/PPP2PP1/R1B1K2R w KQkq - 1 11,c2c4,c4,21,white,0.0,28
rn1qk1nr/pp3pp1/2pbp2p/7P/2PP4/3Q1NN1/PP3PP1/R1B1K2R b KQkq - 0 11,g8f6,Nf6,22,black,0.0,28
rn1qk2r/pp3pp1/2pbpn1p/7P/2PP4/3Q1NN1/PP3PP1/R1B1K2R w KQkq - 1 12,c1d2,Bd2,23,white,0.0,28
rn1qk2r/pp3pp1/2pbpn1p/7P/2PP4/3Q1NN1/PP1B1PP1/R3K2R b KQkq - 2 12,b8d7,Nbd7,24,black,0.0,28
r2qk2r/pp1n1pp1/2pbpn1p/7P/2PP4/3Q1NN1/PP1B1PP1/R3K2R w KQkq - 3 13,e1c1,O-O-O,25,white,0.0,28
r2qk2r/pp1n1pp1/2pbpn1p/7P/2PP4/3Q1NN1/PP1B1PP1/2KR3R b kq - 4 13,a7a6,a6,26,black,0.0,28
r2qk2r/1p1n1pp1/p1pbpn1p/7P/2PP4/3Q1NN1/PP1B1PP1/2KR3R w kq - 0 14,g3e4,Ne4,27,white,0.0,28
r2qk2r/1p1n1pp1/p1pbpn1p/7P/2PPN3/3Q1N2/PP1B1PP1/2KR3R b kq - 1 14,f6e4,Nxe4,28,black,0.0,28
r2qk2r/1p1n1pp1/p1pbp2p/7P/2PPn3/3Q1N2/PP1B1PP1/2KR3R w kq - 0 15,d3e4,Qxe4,29,white,-3.2,27
r2qk2r/1p1n1pp1/p1pbp2p/7P/2PPQ3/5N2/PP1B1PP1/2KR3R b kq - 0 15,d7f6,Nf6,30,black,0.0,26
r2qk2r/1p3pp1/p1pbpn1p/7P/2PPQ3/5N2/PP1B1PP1/2KR3R w kq - 1 16,h1e1,Rhe1,31,white,0.0,26
r2qk2r/1p3pp1/p1pbpn1p/7P/2PPQ3/5N2/PP1B1PP1/2KRR3 b kq - 2 16,f6h5,Nxh5,32,black,0.0,26
r2qk2r/1p3pp1/p1pbp2p/7n/2PPQ3/5N2/PP1B1PP1/2KRR3 w kq - 0 17,c1b1,Kb1,33,white,-1.0,25
r2qk2r/1p3pp1/p1pbp2p/7n/2PPQ3/5N2/PP1B1PP1/1K1RR3 b kq - 1 17,h5f6,Nf6,34,black,-1.0,25
r2qk2r/1p3pp1/p1pbpn1p/8/2PPQ3/5N2/PP1B1PP1/1K1RR3 w kq - 2 18,e4h4,Qh4,35,white,-1.0,25
r2qk2r/1p3pp1/p1pbpn1p/8/2PP3Q/5N2/PP1B1PP1/1K1RR3 b kq - 3 18,f6h7,Nh7,36,black,-1.0,25
r2qk2r/1p3ppn/p1pbp2p/8/2PP3Q/5N2/PP1B1PP1/1K1RR3 w kq - 4 19,h4d8,Qxd8+,37,white,-1.0,25
r2Qk2r/1p3ppn/p1pbp2p/8/2PP4/5N2/PP1B1PP1/1K1RR3 b kq - 0 19,a8d8,Rxd8,38,black,8.0,24
3rk2r/1p3ppn/p1pbp2p/8/2PP4/5N2/PP1B1PP1/1K1RR3 w k - 0 20,d4d5,d5,39,white,-1.0,23
3rk2r/1p3ppn/p1pbp2p/3P4/2P5/5N2/PP1B1PP1/1K1RR3 b k - 0 20,c6d5,cxd5,40,black,-1.0,23
3rk2r/1p3ppn/p2bp2p/3p4/2P5/5N2/PP1B1PP1/1K1RR3 w k - 0 21,c4d5,cxd5,41,white,-2.0,22
3rk2r/1p3ppn/p2bp2p/3P4/8/5N2/PP1B1PP1/1K1RR3 b k - 0 21,d6c5,Bc5,42,black,-1.0,21
3rk2r/1p3ppn/p3p2p/2bP4/8/5N2/PP1B1PP1/1K1RR3 w k - 1 22,d5e6,dxe6,43,white,-1.0,21
3rk2r/1p3ppn/p3P2p/2b5/8/5N2/PP1B1PP1/1K1RR3 b k - 0 22,c5f2,Bxf2,44,black,0.0,20
3rk2r/1p3ppn/p3P2p/8/8/5N2/PP1B1bP1/1K1RR3 w k - 0 23,e6f7,exf7+,45,white,-1.0,19
3rk2r/1p3Ppn/p6p/8/8/5N2/PP1B1bP1/1K1RR3 b k - 0 23,e8f7,Kxf7,46,black,0.0,18
3r3r/1p3kpn/p6p/8/8/5N2/PP1B1bP1/1K1RR3 w - - 0 24,f3e5,Ne5+,47,white,-1.0,17
3r3r/1p3kpn/p6p/4N3/8/8/PP1B1bP1/1K1RR3 b - - 1 24,f7f6,Kf6,48,black,-1.0,17
3r3r/1p4pn/p4k1p/4N3/8/8/PP1B1bP1/1K1RR3 w - - 2 25,e5g4,Ng4+,49,white,-1.0,17
3r3r/1p4pn/p4k1p/8/6N1/8/PP1B1bP1/1K1RR3 b - - 3 25,f6f7,Kf7,50,black,-1.0,17
r1bqk1nr/1p1pppbp/p1n3p1/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 0 6,c4b3,Bb3,11,white,0.0,32
r1bqk1nr/1p1pppbp/p1n3p1/2p5/4P3/1BN2N2/PPPP1PPP/R1BQ1RK1 b kq - 1 6,g8f6,Nf6,12,black,0.0,32
r1bqk2r/1p1pppbp/p1n2np1/2p5/4P3/1BN2N2/PPPP1PPP/R1BQ1RK1 w kq - 2 7,d2d4,d4,13,white,0.0,32
r1bqk2r/1p1pppbp/p1n2np1/2p5/3PP3/1BN2N2/PPP2PPP/R1BQ1RK1 b kq - 0 7,c5d4,cxd4,14,black,0.0,32
r1bqk2r/1p1pppbp/p1n2np1/8/3pP3/1BN2N2/PPP2PPP/R1BQ1RK1 w kq - 0 8,f3d4,Nxd4,15,white,-1.0,31
r1bqk2r/1p1pppbp/p1n2np1/8/3NP3/1BN5/PPP2PPP/R1BQ1RK1 b kq - 0 8,e8g8,O-O,16,black,0.0,30
r1bq1rk1/1p1pppbp/p1n2np1/8/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w - - 1 9,c1e3,Be3,17,white,0.0,30
r1bq1rk1/1p1pppbp/p1n2np1/8/3NP3/1BN1B3/PPP2PPP/R2Q1RK1 b - - 2 9,c6d4,Nxd4,18,black,0.0,30
r1bq1rk1/1p1pppbp/p4np1/8/3nP3/1BN1B3/PPP2PPP/R2Q1RK1 w - - 0 10,e3d4,Bxd4,19,white,-3.2,29
r1bq1rk1/1p1pppbp/p4np1/8/3BP3/1BN5/PPP2PPP/R2Q1RK1 b - - 0 10,d7d6,d6,20,black,0.0,28
r1bq1rk1/1p2ppbp/p2p1np1/8/3BP3/1BN5/PPP2PPP/R2Q1RK1 w - - 0 11,f2f4,f4,21,white,0.0,28
r1bq1rk1/1p2ppbp/p2p1np1/8/3BPP2/1BN5/PPP3PP/R2Q1RK1 b - - 0 11,c8g4,Bg4,22,black,0.0,28
r2q1rk1/1p2ppbp/p2p1np1/8/3BPPb1/1BN5/PPP3PP/R2Q1RK1 w - - 1 12,d1d3,Qd3,23,white,0.0,28
r2q1rk1/1p2ppbp/p2p1np1/8/3BPPb1/1BNQ4/PPP3PP/R4RK1 b - - 2 12,d8c7,Qc7,24,black,0.0,28
r4rk1/1pq1ppbp/p2p1np1/8/3BPPb1/1BNQ4/PPP3PP/R4RK1 w - - 3 13,f4f5,f5,25,white,0.0,28
r4rk1/1pq1ppbp/p2p1np1/5P2/3BP1b1/1BNQ4/PPP3PP/R4RK1 b - - 0 13,g6f5,gxf5,26,black,0.0,28
r4rk1/1pq1ppbp/p2p1n2/5p2/3BP1b1/1BNQ4/PPP3PP/R4RK1 w - - 0 14,e4f5,exf5,27,white,-1.0,27
r4rk1/1pq1ppbp/p2p1n2/5P2/3B2b1/1BNQ4/PPP3PP/R4RK1 b - - 0 14,a8e8,Rae8,28,black,0.0,26
4rrk1/1pq1ppbp/p2p1n2/5P2/3B2b1/1BNQ4/PPP3PP/R4RK1 w - - 1 15,h2h3,h3,29,white,0.0,26
4rrk1/1pq1ppbp/p2p1n2/5P2/3B2b1/1BNQ3P/PPP3P1/R4RK1 b - - 0 15,d6d5,d5,30,black,0.0,26
4rrk1/1pq1ppbp/p4n2/3p1P2/3B2b1/1BNQ3P/PPP3P1/R4RK1 w - - 0 16,d4f6,Bxf6,31,white,0.0,26
4rrk1/1pq1ppbp/p4B2/3p1P2/6b1/1BNQ3P/PPP3P1/R4RK1 b - - 0 16,g7f6,Bxf6,32,black,3.2,25
4rrk1/1pq1pp1p/p4b2/3p1P2/6b1/1BNQ3P/PPP3P1/R4RK1 w - - 0 17,h3g4,hxg4,33,white,-0.1,24
4rrk1/1pq1pp1p/p4b2/3p1P2/6P1/1BNQ4/PPP3P1/R4RK1 b - - 0 17,c7c5,Qc5+,34,black,3.2,23
4rrk1/1p2pp1p/p4b2/2qp1P2/6P1/1BNQ4/PPP3P1/R4RK1 w - - 1 18,g1h1,Kh1,35,white,3.2,23
